antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'weekend_screen_time', 'daily_screen_time_hours', 'work_study_hours', 'social_media_hours', 'addicted_label'})","frozenset({'notifications_per_day', 'app_opens_per_day', 'age'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'weekend_screen_time', 'daily_screen_time_hours', 'work_study_hours', 'social_media_hours', 'age'})","frozenset({'notifications_per_day', 'addicted_label', 'app_opens_per_day'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'weekend_screen_time', 'daily_screen_time_hours', 'work_study_hours', 'addicted_label', 'age'})","frozenset({'social_media_hours', 'notifications_per_day', 'app_opens_per_day'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'weekend_screen_time', 'daily_screen_time_hours', 'social_media_hours', 'addicted_label', 'age'})","frozenset({'notifications_per_day', 'work_study_hours', 'app_opens_per_day'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'weekend_screen_time', 'notifications_per_day', 'work_study_hours', 'social_media_hours', 'addicted_label'})","frozenset({'daily_screen_time_hours', 'app_opens_per_day', 'age'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'weekend_screen_time', 'notifications_per_day', 'work_study_hours', 'social_media_hours', 'age'})","frozenset({'daily_screen_time_hours', 'addicted_label', 'app_opens_per_day'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'weekend_screen_time', 'notifications_per_day', 'work_study_hours', 'addicted_label', 'age'})","frozenset({'social_media_hours', 'daily_screen_time_hours', 'app_opens_per_day'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'weekend_screen_time', 'notifications_per_day', 'social_media_hours', 'addicted_label', 'age'})","frozenset({'daily_screen_time_hours', 'work_study_hours', 'app_opens_per_day'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'weekend_screen_time', 'work_study_hours', 'social_media_hours', 'addicted_label', 'age'})","frozenset({'daily_screen_time_hours', 'notifications_per_day', 'app_opens_per_day'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'app_opens_per_day', 'daily_screen_time_hours', 'notifications_per_day', 'work_study_hours', 'social_media_hours'})","frozenset({'addicted_label', 'weekend_screen_time', 'age'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'app_opens_per_day', 'daily_screen_time_hours', 'notifications_per_day', 'work_study_hours', 'addicted_label'})","frozenset({'social_media_hours', 'weekend_screen_time', 'age'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'app_opens_per_day', 'daily_screen_time_hours', 'notifications_per_day', 'work_study_hours', 'age'})","frozenset({'addicted_label', 'social_media_hours', 'weekend_screen_time'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'app_opens_per_day', 'daily_screen_time_hours', 'notifications_per_day', 'social_media_hours', 'addicted_label'})","frozenset({'work_study_hours', 'weekend_screen_time', 'age'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'app_opens_per_day', 'daily_screen_time_hours', 'notifications_per_day', 'social_media_hours', 'age'})","frozenset({'addicted_label', 'work_study_hours', 'weekend_screen_time'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'app_opens_per_day', 'daily_screen_time_hours', 'notifications_per_day', 'addicted_label', 'age'})","frozenset({'social_media_hours', 'work_study_hours', 'weekend_screen_time'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'app_opens_per_day', 'daily_screen_time_hours', 'work_study_hours', 'social_media_hours', 'addicted_label'})","frozenset({'notifications_per_day', 'weekend_screen_time', 'age'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'app_opens_per_day', 'daily_screen_time_hours', 'work_study_hours', 'social_media_hours', 'age'})","frozenset({'addicted_label', 'notifications_per_day', 'weekend_screen_time'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'app_opens_per_day', 'daily_screen_time_hours', 'work_study_hours', 'addicted_label', 'age'})","frozenset({'social_media_hours', 'notifications_per_day', 'weekend_screen_time'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'app_opens_per_day', 'daily_screen_time_hours', 'social_media_hours', 'addicted_label', 'age'})","frozenset({'notifications_per_day', 'work_study_hours', 'weekend_screen_time'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'app_opens_per_day', 'notifications_per_day', 'work_study_hours', 'social_media_hours', 'addicted_label'})","frozenset({'daily_screen_time_hours', 'weekend_screen_time', 'age'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'app_opens_per_day', 'notifications_per_day', 'work_study_hours', 'social_media_hours', 'age'})","frozenset({'addicted_label', 'daily_screen_time_hours', 'weekend_screen_time'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'app_opens_per_day', 'notifications_per_day', 'work_study_hours', 'addicted_label', 'age'})","frozenset({'social_media_hours', 'daily_screen_time_hours', 'weekend_screen_time'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'app_opens_per_day', 'notifications_per_day', 'social_media_hours', 'addicted_label', 'age'})","frozenset({'daily_screen_time_hours', 'work_study_hours', 'weekend_screen_time'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'app_opens_per_day', 'work_study_hours', 'social_media_hours', 'addicted_label', 'age'})","frozenset({'daily_screen_time_hours', 'notifications_per_day', 'weekend_screen_time'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'daily_screen_time_hours', 'notifications_per_day', 'work_study_hours', 'social_media_hours', 'addicted_label'})","frozenset({'weekend_screen_time', 'app_opens_per_day', 'age'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'daily_screen_time_hours', 'notifications_per_day', 'work_study_hours', 'social_media_hours', 'age'})","frozenset({'addicted_label', 'weekend_screen_time', 'app_opens_per_day'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'daily_screen_time_hours', 'notifications_per_day', 'work_study_hours', 'addicted_label', 'age'})","frozenset({'social_media_hours', 'weekend_screen_time', 'app_opens_per_day'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'daily_screen_time_hours', 'notifications_per_day', 'social_media_hours', 'addicted_label', 'age'})","frozenset({'work_study_hours', 'weekend_screen_time', 'app_opens_per_day'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'daily_screen_time_hours', 'work_study_hours', 'social_media_hours', 'addicted_label', 'age'})","frozenset({'notifications_per_day', 'weekend_screen_time', 'app_opens_per_day'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'notifications_per_day', 'work_study_hours', 'social_media_hours', 'addicted_label', 'age'})","frozenset({'daily_screen_time_hours', 'weekend_screen_time', 'app_opens_per_day'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'daily_screen_time_hours', 'notifications_per_day', 'weekend_screen_time', 'app_opens_per_day'})","frozenset({'social_media_hours', 'work_study_hours', 'addicted_label', 'age'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'daily_screen_time_hours', 'work_study_hours', 'weekend_screen_time', 'app_opens_per_day'})","frozenset({'social_media_hours', 'notifications_per_day', 'addicted_label', 'age'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'daily_screen_time_hours', 'weekend_screen_time', 'app_opens_per_day'})","frozenset({'notifications_per_day', 'work_study_hours', 'addicted_label', 'age'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'addicted_label', 'daily_screen_time_hours', 'weekend_screen_time', 'app_opens_per_day'})","frozenset({'social_media_hours', 'notifications_per_day', 'work_study_hours', 'age'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'daily_screen_time_hours', 'weekend_screen_time', 'app_opens_per_day', 'age'})","frozenset({'social_media_hours', 'notifications_per_day', 'work_study_hours', 'addicted_label'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'notifications_per_day', 'work_study_hours', 'weekend_screen_time', 'app_opens_per_day'})","frozenset({'social_media_hours', 'daily_screen_time_hours', 'addicted_label', 'age'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'notifications_per_day', 'weekend_screen_time', 'app_opens_per_day'})","frozenset({'daily_screen_time_hours', 'work_study_hours', 'addicted_label', 'age'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'addicted_label', 'notifications_per_day', 'weekend_screen_time', 'app_opens_per_day'})","frozenset({'social_media_hours', 'daily_screen_time_hours', 'work_study_hours', 'age'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'notifications_per_day', 'weekend_screen_time', 'app_opens_per_day', 'age'})","frozenset({'social_media_hours', 'daily_screen_time_hours', 'work_study_hours', 'addicted_label'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'work_study_hours', 'weekend_screen_time', 'app_opens_per_day'})","frozenset({'daily_screen_time_hours', 'notifications_per_day', 'addicted_label', 'age'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'addicted_label', 'work_study_hours', 'weekend_screen_time', 'app_opens_per_day'})","frozenset({'social_media_hours', 'daily_screen_time_hours', 'notifications_per_day', 'age'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'work_study_hours', 'weekend_screen_time', 'app_opens_per_day', 'age'})","frozenset({'social_media_hours', 'daily_screen_time_hours', 'notifications_per_day', 'addicted_label'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'addicted_label', 'social_media_hours', 'weekend_screen_time', 'app_opens_per_day'})","frozenset({'daily_screen_time_hours', 'notifications_per_day', 'work_study_hours', 'age'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'weekend_screen_time', 'app_opens_per_day', 'age'})","frozenset({'daily_screen_time_hours', 'notifications_per_day', 'work_study_hours', 'addicted_label'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'addicted_label', 'weekend_screen_time', 'app_opens_per_day', 'age'})","frozenset({'social_media_hours', 'daily_screen_time_hours', 'notifications_per_day', 'work_study_hours'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'daily_screen_time_hours', 'notifications_per_day', 'work_study_hours', 'weekend_screen_time'})","frozenset({'social_media_hours', 'addicted_label', 'app_opens_per_day', 'age'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'daily_screen_time_hours', 'notifications_per_day', 'weekend_screen_time'})","frozenset({'work_study_hours', 'addicted_label', 'app_opens_per_day', 'age'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'addicted_label', 'daily_screen_time_hours', 'notifications_per_day', 'weekend_screen_time'})","frozenset({'social_media_hours', 'work_study_hours', 'app_opens_per_day', 'age'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'daily_screen_time_hours', 'notifications_per_day', 'weekend_screen_time', 'age'})","frozenset({'social_media_hours', 'work_study_hours', 'addicted_label', 'app_opens_per_day'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'daily_screen_time_hours', 'work_study_hours', 'weekend_screen_time'})","frozenset({'notifications_per_day', 'addicted_label', 'app_opens_per_day', 'age'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'addicted_label', 'daily_screen_time_hours', 'work_study_hours', 'weekend_screen_time'})","frozenset({'social_media_hours', 'notifications_per_day', 'app_opens_per_day', 'age'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'daily_screen_time_hours', 'work_study_hours', 'weekend_screen_time', 'age'})","frozenset({'social_media_hours', 'notifications_per_day', 'addicted_label', 'app_opens_per_day'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'addicted_label', 'social_media_hours', 'daily_screen_time_hours', 'weekend_screen_time'})","frozenset({'notifications_per_day', 'work_study_hours', 'app_opens_per_day', 'age'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'daily_screen_time_hours', 'weekend_screen_time', 'age'})","frozenset({'notifications_per_day', 'work_study_hours', 'addicted_label', 'app_opens_per_day'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'addicted_label', 'daily_screen_time_hours', 'weekend_screen_time', 'age'})","frozenset({'social_media_hours', 'notifications_per_day', 'work_study_hours', 'app_opens_per_day'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'notifications_per_day', 'work_study_hours', 'weekend_screen_time'})","frozenset({'daily_screen_time_hours', 'addicted_label', 'app_opens_per_day', 'age'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'addicted_label', 'notifications_per_day', 'work_study_hours', 'weekend_screen_time'})","frozenset({'social_media_hours', 'daily_screen_time_hours', 'app_opens_per_day', 'age'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'notifications_per_day', 'work_study_hours', 'weekend_screen_time', 'age'})","frozenset({'social_media_hours', 'daily_screen_time_hours', 'addicted_label', 'app_opens_per_day'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'addicted_label', 'social_media_hours', 'notifications_per_day', 'weekend_screen_time'})","frozenset({'daily_screen_time_hours', 'work_study_hours', 'app_opens_per_day', 'age'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'notifications_per_day', 'weekend_screen_time', 'age'})","frozenset({'daily_screen_time_hours', 'work_study_hours', 'addicted_label', 'app_opens_per_day'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'addicted_label', 'notifications_per_day', 'weekend_screen_time', 'age'})","frozenset({'social_media_hours', 'daily_screen_time_hours', 'work_study_hours', 'app_opens_per_day'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'addicted_label', 'social_media_hours', 'work_study_hours', 'weekend_screen_time'})","frozenset({'daily_screen_time_hours', 'notifications_per_day', 'app_opens_per_day', 'age'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'work_study_hours', 'weekend_screen_time', 'age'})","frozenset({'daily_screen_time_hours', 'notifications_per_day', 'addicted_label', 'app_opens_per_day'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'addicted_label', 'work_study_hours', 'weekend_screen_time', 'age'})","frozenset({'social_media_hours', 'daily_screen_time_hours', 'notifications_per_day', 'app_opens_per_day'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'addicted_label', 'social_media_hours', 'weekend_screen_time', 'age'})","frozenset({'daily_screen_time_hours', 'notifications_per_day', 'work_study_hours', 'app_opens_per_day'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'daily_screen_time_hours', 'notifications_per_day', 'work_study_hours', 'app_opens_per_day'})","frozenset({'addicted_label', 'social_media_hours', 'weekend_screen_time', 'age'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'daily_screen_time_hours', 'notifications_per_day', 'app_opens_per_day'})","frozenset({'addicted_label', 'work_study_hours', 'weekend_screen_time', 'age'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'daily_screen_time_hours', 'notifications_per_day', 'addicted_label', 'app_opens_per_day'})","frozenset({'social_media_hours', 'work_study_hours', 'weekend_screen_time', 'age'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'daily_screen_time_hours', 'notifications_per_day', 'app_opens_per_day', 'age'})","frozenset({'addicted_label', 'social_media_hours', 'work_study_hours', 'weekend_screen_time'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'daily_screen_time_hours', 'work_study_hours', 'app_opens_per_day'})","frozenset({'addicted_label', 'notifications_per_day', 'weekend_screen_time', 'age'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'daily_screen_time_hours', 'work_study_hours', 'addicted_label', 'app_opens_per_day'})","frozenset({'social_media_hours', 'notifications_per_day', 'weekend_screen_time', 'age'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'daily_screen_time_hours', 'work_study_hours', 'app_opens_per_day', 'age'})","frozenset({'addicted_label', 'social_media_hours', 'notifications_per_day', 'weekend_screen_time'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'daily_screen_time_hours', 'addicted_label', 'app_opens_per_day'})","frozenset({'notifications_per_day', 'work_study_hours', 'weekend_screen_time', 'age'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'daily_screen_time_hours', 'app_opens_per_day', 'age'})","frozenset({'addicted_label', 'notifications_per_day', 'work_study_hours', 'weekend_screen_time'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'daily_screen_time_hours', 'addicted_label', 'app_opens_per_day', 'age'})","frozenset({'social_media_hours', 'notifications_per_day', 'work_study_hours', 'weekend_screen_time'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'notifications_per_day', 'work_study_hours', 'app_opens_per_day'})","frozenset({'addicted_label', 'daily_screen_time_hours', 'weekend_screen_time', 'age'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'notifications_per_day', 'work_study_hours', 'addicted_label', 'app_opens_per_day'})","frozenset({'social_media_hours', 'daily_screen_time_hours', 'weekend_screen_time', 'age'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'notifications_per_day', 'work_study_hours', 'app_opens_per_day', 'age'})","frozenset({'addicted_label', 'social_media_hours', 'daily_screen_time_hours', 'weekend_screen_time'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'notifications_per_day', 'addicted_label', 'app_opens_per_day'})","frozenset({'daily_screen_time_hours', 'work_study_hours', 'weekend_screen_time', 'age'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'notifications_per_day', 'app_opens_per_day', 'age'})","frozenset({'addicted_label', 'daily_screen_time_hours', 'work_study_hours', 'weekend_screen_time'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'notifications_per_day', 'addicted_label', 'app_opens_per_day', 'age'})","frozenset({'social_media_hours', 'daily_screen_time_hours', 'work_study_hours', 'weekend_screen_time'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'work_study_hours', 'addicted_label', 'app_opens_per_day'})","frozenset({'daily_screen_time_hours', 'notifications_per_day', 'weekend_screen_time', 'age'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'work_study_hours', 'app_opens_per_day', 'age'})","frozenset({'addicted_label', 'daily_screen_time_hours', 'notifications_per_day', 'weekend_screen_time'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'work_study_hours', 'addicted_label', 'app_opens_per_day', 'age'})","frozenset({'social_media_hours', 'daily_screen_time_hours', 'notifications_per_day', 'weekend_screen_time'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'addicted_label', 'app_opens_per_day', 'age'})","frozenset({'daily_screen_time_hours', 'notifications_per_day', 'work_study_hours', 'weekend_screen_time'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'social_media_hours', 'daily_screen_time_hours', 'notifications_per_day', 'work_study_hours'})","frozenset({'addicted_label', 'weekend_screen_time', 'app_opens_per_day', 'age'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'daily_screen_time_hours', 'notifications_per_day', 'work_study_hours', 'addicted_label'})","frozenset({'social_media_hours', 'weekend_screen_time', 'app_opens_per_day', 'age'})",0.7077333333333333,1.0,0.7077333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.7077333333333333,0.0,0.8538666666666667
"frozenset({'daily_screen_time_hours', 'notifications_per_day', 'work_study_hours', 'age'})","frozenset({'addicted_label', 'social_media_hours', 'weekend_screen_time', 'app_opens_per_day'})",1.0,0.7077333333333333,0.7077333333333333,0.7077333333333333,1.0,1.0,0.0,1.0,0.0,0.7077333333333333,0.0,0.8538666666666667
